CustomerID,first_order,last_order,orders,units,gross_revenue,country,distinct_products,returns_value,net_revenue,aov,recency_days,tenure_days,first_order_month,in_rfm,R,F,M,segment
13654,2011-03-11 12:54:00,2011-10-27 16:24:00,6,2182,2707.33,United Kingdom,157,0.0,2707.33,451.22,44,230,2011-03,True,3.0,5.0,5.0,Loyal Customers
13655,2011-04-12 09:53:00,2011-08-17 14:25:00,2,605,932.97,United Kingdom,52,0.0,932.97,466.48,115,127,2011-04,True,2.0,2.0,4.0,Hibernating
13656,2011-01-06 15:42:00,2011-06-28 10:31:00,2,490,379.65,United Kingdom,49,0.0,379.65,189.82,165,173,2011-01,True,2.0,2.0,2.0,Hibernating
13657,2011-05-22 12:35:00,2011-11-29 12:32:00,2,209,382.14,United Kingdom,16,0.0,382.14,191.07,11,191,2011-05,True,5.0,2.0,2.0,Potential Loyalists
13658,2011-05-19 17:15:00,2011-11-30 10:13:00,5,1019,2639.17,United Kingdom,91,217.7,2421.47,527.83,10,195,2011-05,True,5.0,4.0,5.0,Champions
13659,2011-01-23 12:08:00,2011-05-18 12:37:00,2,882,1563.0,United Kingdom,92,22.35,1540.65,781.5,206,115,2011-01,True,1.0,2.0,4.0,Hibernating
13662,2011-03-25 13:23:00,2011-09-15 12:04:00,3,533,881.26,United Kingdom,50,18.68,862.58,293.75,86,174,2011-03,True,2.0,3.0,3.0,At Risk
13663,2011-06-13 15:44:00,2011-06-13 15:44:00,1,91,189.47,United Kingdom,13,0.0,189.47,189.47,180,0,2011-06,True,1.0,1.0,1.0,Hibernating
13666,2011-02-25 13:05:00,2011-10-10 15:39:00,3,41,84.65,United Kingdom,12,0.0,84.65,28.22,61,227,2011-02,True,3.0,3.0,1.0,Need Attention
13667,2011-07-13 15:42:00,2011-07-13 15:42:00,1,149,299.05,United Kingdom,82,0.0,299.05,299.05,150,0,2011-07,True,2.0,1.0,2.0,Hibernating
13668,2010-12-12 12:35:00,2011-12-07 12:11:00,21,3722,6309.83,United Kingdom,284,147.52,6162.31,300.47,3,360,2010-12,True,5.0,5.0,5.0,Champions
13669,2011-07-13 11:44:00,2011-10-20 09:32:00,2,237,218.55,United Kingdom,9,0.0,218.55,109.28,51,99,2011-07,True,3.0,2.0,1.0,About to Sleep
13670,2011-09-25 15:25:00,2011-09-25 15:25:00,1,282,349.7,United Kingdom,25,0.0,349.7,349.7,76,0,2011-09,True,2.0,1.0,2.0,Hibernating
13672,2011-01-11 13:54:00,2011-02-11 13:53:00,2,57,186.39,United Kingdom,4,186.39,-0.0,93.2,302,31,2011-01,False,,,,
13673,2011-11-07 15:40:00,2011-11-21 12:11:00,2,114,387.44,United Kingdom,47,0.0,387.44,193.72,19,14,2011-11,True,4.0,2.0,2.0,Potential Loyalists
13675,2011-02-28 12:14:00,2011-07-11 12:57:00,2,330,486.82,United Kingdom,25,0.0,486.82,243.41,152,133,2011-02,True,2.0,2.0,3.0,Hibernating
13678,2011-07-11 10:14:00,2011-07-11 10:14:00,1,924,232.6,United Kingdom,16,0.0,232.6,232.6,152,0,2011-07,True,2.0,1.0,1.0,Hibernating
13680,2011-01-04 14:12:00,2011-12-08 13:47:00,4,1934,3719.12,United Kingdom,164,1520.11,2199.01,929.78,2,338,2011-01,True,5.0,4.0,5.0,Champions
13681,2011-07-07 15:21:00,2011-11-22 11:13:00,4,360,827.83,United Kingdom,37,0.0,827.83,206.96,18,138,2011-07,True,4.0,4.0,3.0,Loyal Customers
13682,2011-06-05 14:06:00,2011-06-05 14:06:00,1,10,59.5,United Kingdom,3,0.0,59.5,59.5,188,0,2011-06,True,1.0,1.0,1.0,Hibernating
13684,2011-02-27 10:13:00,2011-02-27 10:13:00,1,38,65.13,United Kingdom,29,3.0,62.13,65.13,286,0,2011-02,True,1.0,1.0,1.0,Hibernating
13685,2011-10-10 12:59:00,2011-12-07 11:41:00,7,5056,3119.44,United Kingdom,29,0.0,3119.44,445.63,3,58,2011-10,True,5.0,5.0,5.0,Champions
13686,2011-06-10 09:10:00,2011-06-10 09:10:00,1,70,72.0,United Kingdom,8,0.0,72.0,72.0,183,0,2011-06,True,1.0,1.0,1.0,Hibernating
13689,2011-10-07 13:21:00,2011-10-07 13:21:00,1,512,910.0,United Kingdom,6,0.0,910.0,910.0,64,0,2011-10,True,3.0,1.0,4.0,About to Sleep
13690,2011-10-11 15:03:00,2011-10-11 15:03:00,1,67,172.25,United Kingdom,9,0.0,172.25,172.25,60,0,2011-10,True,3.0,1.0,1.0,About to Sleep
13692,2011-04-17 12:57:00,2011-11-15 11:17:00,3,1226,1488.32,United Kingdom,48,14.95,1473.37,496.11,25,212,2011-04,True,4.0,3.0,4.0,Potential Loyalists
13694,2010-12-01 12:12:00,2011-12-06 09:32:00,50,63312,65039.62,United Kingdom,366,2078.08,62961.54,1300.79,4,370,2010-12,True,5.0,5.0,5.0,Champions
13695,2011-03-25 11:31:00,2011-11-08 14:26:00,15,1603,2504.13,United Kingdom,46,0.0,2504.13,166.94,32,228,2011-03,True,4.0,5.0,5.0,Loyal Customers
13697,2011-11-01 09:14:00,2011-11-01 09:14:00,1,177,151.3,United Kingdom,12,0.0,151.3,151.3,39,0,2011-11,True,3.0,1.0,1.0,About to Sleep
13699,2011-07-07 16:51:00,2011-07-07 16:51:00,1,66,308.58,United Kingdom,14,0.0,308.58,308.58,156,0,2011-07,True,2.0,1.0,2.0,Hibernating
13700,2011-01-16 13:18:00,2011-11-13 13:00:00,10,2281,2248.63,United Kingdom,139,0.0,2248.63,224.86,27,301,2011-01,True,4.0,5.0,5.0,Loyal Customers
13703,2011-01-25 13:10:00,2011-01-25 13:10:00,1,10,99.5,United Kingdom,1,0.0,99.5,99.5,319,0,2011-01,True,1.0,1.0,1.0,Hibernating
13704,2011-09-12 14:40:00,2011-12-04 15:13:00,9,1531,2308.06,United Kingdom,111,12.75,2295.31,256.45,6,83,2011-09,True,5.0,5.0,5.0,Champions
13705,2010-12-01 10:29:00,2011-12-02 12:32:00,3,363,711.86,United Kingdom,25,0.0,711.86,237.29,8,366,2010-12,True,5.0,3.0,3.0,Potential Loyalists
13706,2011-02-10 09:21:00,2011-02-10 09:21:00,1,189,330.79,United Kingdom,20,0.0,330.79,330.79,303,0,2011-02,True,1.0,1.0,2.0,Hibernating
13707,2011-01-28 13:27:00,2011-03-17 18:03:00,2,351,806.41,United Kingdom,48,0.0,806.41,403.2,268,48,2011-01,True,1.0,2.0,3.0,Hibernating
13708,2011-03-13 13:46:00,2011-03-13 13:46:00,1,300,283.33,United Kingdom,48,0.0,283.33,283.33,272,0,2011-03,True,1.0,1.0,2.0,Hibernating
13709,2011-01-28 14:57:00,2011-12-06 10:28:00,13,3508,6307.65,United Kingdom,244,78.94,6228.71,485.2,4,312,2011-01,True,5.0,5.0,5.0,Champions
13710,2011-11-08 08:16:00,2011-11-08 08:16:00,1,176,180.48,United Kingdom,8,0.0,180.48,180.48,32,0,2011-11,True,4.0,1.0,1.0,Promising
13711,2011-05-05 10:29:00,2011-05-05 10:31:00,2,140,252.06,United Kingdom,11,0.0,252.06,126.03,219,0,2011-05,True,1.0,2.0,2.0,Hibernating
13712,2011-04-07 12:33:00,2011-04-07 12:33:00,1,352,228.84,United Kingdom,10,0.0,228.84,228.84,247,0,2011-04,True,1.0,1.0,1.0,Hibernating
13715,2010-12-02 08:52:00,2011-03-03 19:21:00,5,562,1077.39,United Kingdom,89,25.4,1051.99,215.48,282,91,2010-12,True,1.0,4.0,4.0,At Risk
13716,2011-03-15 13:49:00,2011-03-15 13:49:00,1,138,138.28,United Kingdom,21,0.0,138.28,138.28,270,0,2011-03,True,1.0,1.0,1.0,Hibernating
13717,2011-02-14 13:21:00,2011-11-07 14:13:00,6,1959,1445.01,United Kingdom,92,12.75,1432.26,240.84,33,266,2011-02,True,4.0,5.0,4.0,Loyal Customers
13718,2011-02-17 11:58:00,2011-04-07 13:24:00,2,173,306.55,United Kingdom,9,0.0,306.55,153.28,247,49,2011-02,True,1.0,2.0,2.0,Hibernating
13719,2011-04-19 13:56:00,2011-11-24 15:26:00,5,609,1041.68,United Kingdom,56,0.0,1041.68,208.34,16,219,2011-04,True,4.0,4.0,4.0,Loyal Customers
13720,2011-03-30 09:17:00,2011-08-15 12:46:00,4,501,799.9,United Kingdom,42,0.0,799.9,199.98,117,138,2011-03,True,2.0,4.0,3.0,At Risk
13721,2011-11-03 14:05:00,2011-11-03 14:05:00,1,316,524.14,United Kingdom,28,0.0,524.14,524.14,37,0,2011-11,True,3.0,1.0,3.0,About to Sleep
13722,2011-03-02 11:43:00,2011-07-31 12:44:00,3,1401,2375.41,United Kingdom,75,6.25,2369.16,791.8,132,151,2011-03,True,2.0,3.0,5.0,At Risk
13723,2011-05-06 17:04:00,2011-05-06 17:04:00,1,43,199.85,United Kingdom,6,0.0,199.85,199.85,218,0,2011-05,True,1.0,1.0,1.0,Hibernating
13725,2011-02-04 12:18:00,2011-10-21 10:03:00,8,806,1980.56,United Kingdom,95,170.75,1809.81,247.57,50,259,2011-02,True,3.0,5.0,4.0,Loyal Customers
13726,2011-08-31 11:06:00,2011-11-01 10:49:00,2,1054,1079.66,United Kingdom,39,0.0,1079.66,539.83,39,62,2011-08,True,3.0,2.0,4.0,About to Sleep
13727,2011-11-06 12:16:00,2011-11-11 09:46:00,2,162,333.48,United Kingdom,19,0.0,333.48,166.74,29,5,2011-11,True,4.0,2.0,2.0,Potential Loyalists
13728,2011-02-02 12:09:00,2011-11-03 10:49:00,6,458,1016.14,United Kingdom,38,0.0,1016.14,169.36,37,274,2011-02,True,3.0,5.0,4.0,Loyal Customers
13730,2011-07-01 12:47:00,2011-07-27 08:35:00,2,488,752.6,United Kingdom,38,0.0,752.6,376.3,136,26,2011-07,True,2.0,2.0,3.0,Hibernating
13731,2011-04-07 10:10:00,2011-05-04 14:33:00,2,278,610.59,United Kingdom,36,0.0,610.59,305.3,220,27,2011-04,True,1.0,2.0,3.0,Hibernating
13732,2011-11-11 15:49:00,2011-11-11 15:49:00,1,498,491.86,United Kingdom,33,0.0,491.86,491.86,29,0,2011-11,True,4.0,1.0,3.0,Promising
13735,2011-04-19 13:49:00,2011-11-15 11:14:00,4,1128,2883.54,United Kingdom,158,119.06,2764.48,720.88,25,210,2011-04,True,4.0,4.0,5.0,Loyal Customers
13736,2011-03-24 13:04:00,2011-12-04 15:19:00,2,496,729.8,United Kingdom,166,7.9,721.9,364.9,6,255,2011-03,True,5.0,2.0,3.0,Potential Loyalists
13737,2011-05-23 16:32:00,2011-05-23 16:32:00,1,125,339.6,United Kingdom,29,0.0,339.6,339.6,201,0,2011-05,True,1.0,1.0,2.0,Hibernating
13739,2011-11-21 13:35:00,2011-11-21 13:35:00,1,54,216.9,United Kingdom,3,0.0,216.9,216.9,19,0,2011-11,True,4.0,1.0,1.0,Promising
13740,2011-04-13 10:32:00,2011-04-13 10:32:00,1,425,350.75,United Kingdom,23,0.0,350.75,350.75,241,0,2011-04,True,1.0,1.0,2.0,Hibernating
13741,2011-05-06 13:43:00,2011-09-29 09:19:00,3,218,668.43,United Kingdom,34,2.1,666.33,222.81,72,146,2011-05,True,3.0,3.0,3.0,Need Attention
13742,2011-01-23 14:59:00,2011-11-23 11:07:00,12,1115,3107.87,United Kingdom,200,28.6,3079.27,258.99,17,304,2011-01,True,4.0,5.0,5.0,Loyal Customers
13743,2011-03-25 14:46:00,2011-12-07 10:09:00,7,1776,1341.6,United Kingdom,8,1.45,1340.15,191.66,3,257,2011-03,True,5.0,5.0,4.0,Champions
13744,2011-02-20 14:08:00,2011-09-05 15:19:00,2,1153,1080.52,United Kingdom,54,0.0,1080.52,540.26,96,197,2011-02,True,2.0,2.0,4.0,Hibernating
13745,2011-06-30 16:43:00,2011-06-30 16:43:00,1,496,300.04,United Kingdom,25,8.5,291.54,300.04,163,0,2011-06,True,2.0,1.0,2.0,Hibernating
13747,2010-12-01 10:37:00,2010-12-01 10:37:00,1,8,79.6,United Kingdom,1,0.0,79.6,79.6,374,0,2010-12,True,1.0,1.0,1.0,Hibernating
13748,2010-12-01 09:00:00,2011-09-05 09:45:00,5,439,948.25,United Kingdom,24,0.0,948.25,189.65,96,278,2010-12,True,2.0,4.0,4.0,At Risk
13750,2011-01-07 11:49:00,2011-10-17 12:16:00,5,516,1647.26,United Kingdom,20,0.0,1647.26,329.45,54,283,2011-01,True,3.0,4.0,4.0,Loyal Customers
13751,2011-02-24 15:56:00,2011-02-24 15:56:00,1,152,296.25,United Kingdom,9,0.0,296.25,296.25,289,0,2011-02,True,1.0,1.0,2.0,Hibernating
13752,2011-04-07 12:04:00,2011-08-07 14:16:00,6,874,1175.38,United Kingdom,64,0.0,1175.38,195.9,125,122,2011-04,True,2.0,5.0,4.0,Can't Lose Them
13753,2011-02-25 12:48:00,2011-02-25 12:48:00,1,512,741.26,United Kingdom,35,0.0,741.26,741.26,288,0,2011-02,True,1.0,1.0,3.0,Hibernating
13754,2011-01-26 14:58:00,2011-07-11 11:51:00,2,214,282.6,United Kingdom,11,0.0,282.6,141.3,152,166,2011-01,True,2.0,2.0,2.0,Hibernating
13755,2011-10-07 15:45:00,2011-12-06 12:26:00,9,1242,2108.06,United Kingdom,232,6.67,2101.39,234.23,4,60,2011-10,True,5.0,5.0,5.0,Champions
13756,2010-12-07 11:41:00,2011-12-07 16:44:00,14,3188,5189.52,United Kingdom,66,44.4,5145.12,370.68,3,365,2010-12,True,5.0,5.0,5.0,Champions
13758,2010-12-01 12:08:00,2011-11-28 11:11:00,7,1844,3190.55,United Kingdom,104,0.0,3190.55,455.79,12,362,2010-12,True,5.0,5.0,5.0,Champions
13759,2011-09-29 15:40:00,2011-11-06 14:47:00,2,287,659.41,United Kingdom,24,0.0,659.41,329.7,34,38,2011-09,True,3.0,2.0,3.0,About to Sleep
13760,2011-03-28 12:52:00,2011-10-16 16:13:00,2,197,286.79,United Kingdom,50,0.0,286.79,143.4,55,202,2011-03,True,3.0,2.0,2.0,About to Sleep
13761,2011-06-13 08:43:00,2011-10-20 14:01:00,2,642,1070.65,United Kingdom,68,0.0,1070.65,535.33,51,129,2011-06,True,3.0,2.0,4.0,About to Sleep
13762,2011-05-05 09:15:00,2011-05-05 09:15:00,1,272,306.72,United Kingdom,7,306.72,0.0,306.72,219,0,2011-05,False,,,,
13763,2011-10-07 15:13:00,2011-10-07 15:13:00,1,728,1714.96,United Kingdom,15,25.5,1689.46,1714.96,64,0,2011-10,True,3.0,1.0,4.0,About to Sleep
13764,2011-01-06 14:53:00,2011-09-30 12:03:00,3,923,1516.42,United Kingdom,182,0.0,1516.42,505.47,71,267,2011-01,True,3.0,3.0,4.0,Need Attention
13767,2010-12-01 10:47:00,2011-12-07 15:00:00,37,7322,17220.36,United Kingdom,55,274.65,16945.71,465.42,3,371,2010-12,True,5.0,5.0,5.0,Champions
13769,2010-12-07 13:28:00,2011-12-07 15:08:00,10,1163,2796.51,United Kingdom,73,24.64,2771.87,279.65,3,365,2010-12,True,5.0,5.0,5.0,Champions
13771,2011-04-06 15:47:00,2011-10-06 14:18:00,4,1477,2634.45,United Kingdom,114,2.75,2631.7,658.61,65,183,2011-04,True,3.0,4.0,5.0,Loyal Customers
13772,2011-04-14 12:31:00,2011-11-06 11:43:00,3,540,1122.63,United Kingdom,141,0.0,1122.63,374.21,34,206,2011-04,True,3.0,3.0,4.0,Need Attention
13774,2011-09-19 12:06:00,2011-09-19 12:06:00,1,192,345.0,United Kingdom,22,0.0,345.0,345.0,82,0,2011-09,True,2.0,1.0,2.0,Hibernating
13777,2010-12-01 16:01:00,2011-12-09 12:25:00,33,12897,25977.16,United Kingdom,36,219.06,25758.1,787.19,1,373,2010-12,True,5.0,5.0,5.0,Champions
13778,2011-08-28 15:25:00,2011-08-28 15:25:00,1,70,178.7,United Kingdom,9,0.0,178.7,178.7,104,0,2011-08,True,2.0,1.0,1.0,Hibernating
13780,2011-06-22 11:43:00,2011-12-02 13:49:00,2,318,360.01,United Kingdom,56,0.0,360.01,180.0,8,163,2011-06,True,5.0,2.0,2.0,Potential Loyalists
13781,2011-04-03 12:08:00,2011-04-03 12:08:00,1,30,127.84,United Kingdom,17,0.0,127.84,127.84,251,0,2011-04,True,1.0,1.0,1.0,Hibernating
13782,2011-01-16 11:08:00,2011-11-27 11:54:00,6,369,908.86,United Kingdom,96,0.0,908.86,151.48,13,315,2011-01,True,5.0,5.0,3.0,Champions
13784,2011-01-11 14:38:00,2011-11-30 09:33:00,11,2493,2462.79,United Kingdom,9,0.0,2462.79,223.89,10,323,2011-01,True,5.0,5.0,5.0,Champions
13786,2010-12-07 13:53:00,2010-12-07 13:53:00,1,136,230.4,United Kingdom,7,0.0,230.4,230.4,368,0,2010-12,True,1.0,1.0,1.0,Hibernating
13787,2010-12-10 14:45:00,2011-09-25 12:06:00,2,337,309.04,United Kingdom,24,0.0,309.04,154.52,76,289,2010-12,True,2.0,2.0,2.0,Hibernating
13790,2011-12-05 15:48:00,2011-12-05 15:48:00,1,748,348.8,United Kingdom,45,0.0,348.8,348.8,5,0,2011-12,True,5.0,1.0,2.0,New Customers
13791,2011-06-24 16:38:00,2011-08-04 11:44:00,2,1200,1516.0,United Kingdom,7,468.32,1047.68,758.0,128,41,2011-06,True,2.0,2.0,4.0,Hibernating
13792,2011-02-25 14:03:00,2011-10-04 14:31:00,2,92,195.55,United Kingdom,13,0.0,195.55,97.78,67,221,2011-02,True,3.0,2.0,1.0,About to Sleep
13798,2010-12-02 17:24:00,2011-12-08 15:51:00,57,23948,37153.85,United Kingdom,113,800.98,36352.87,651.82,2,371,2010-12,True,5.0,5.0,5.0,Champions
13799,2011-02-18 14:18:00,2011-08-15 12:07:00,2,402,688.86,United Kingdom,32,0.0,688.86,344.43,117,178,2011-02,True,2.0,2.0,3.0,Hibernating
13800,2011-02-03 12:27:00,2011-02-03 12:27:00,1,331,558.32,United Kingdom,33,0.0,558.32,558.32,310,0,2011-02,True,1.0,1.0,3.0,Hibernating
13801,2011-10-04 10:15:00,2011-10-04 10:15:00,1,168,324.8,United Kingdom,23,0.0,324.8,324.8,67,0,2011-10,True,3.0,1.0,2.0,About to Sleep
13802,2011-02-01 12:03:00,2011-07-24 10:54:00,3,2572,4599.42,United Kingdom,55,693.15,3906.27,1533.14,139,173,2011-02,True,2.0,3.0,5.0,At Risk
13803,2011-03-29 12:57:00,2011-03-29 12:57:00,1,121,277.07,United Kingdom,17,0.0,277.07,277.07,256,0,2011-03,True,1.0,1.0,2.0,Hibernating
13804,2011-02-23 09:09:00,2011-11-09 12:32:00,7,1462,2588.39,United Kingdom,124,0.0,2588.39,369.77,31,259,2011-02,True,4.0,5.0,5.0,Loyal Customers
13805,2011-08-02 15:29:00,2011-10-18 14:50:00,2,1900,924.6,United Kingdom,10,0.0,924.6,462.3,53,77,2011-08,True,3.0,2.0,4.0,About to Sleep
13806,2011-10-07 11:43:00,2011-10-07 11:43:00,1,56,256.38,United Kingdom,10,0.0,256.38,256.38,64,0,2011-10,True,3.0,1.0,2.0,About to Sleep
13807,2010-12-07 15:48:00,2010-12-07 15:48:00,1,36,112.6,United Kingdom,7,0.0,112.6,112.6,368,0,2010-12,True,1.0,1.0,1.0,Hibernating
13808,2011-09-04 12:07:00,2011-12-04 12:18:00,5,782,1747.66,United Kingdom,70,0.0,1747.66,349.53,6,91,2011-09,True,5.0,4.0,4.0,Champions
13809,2011-02-07 13:15:00,2011-02-07 13:15:00,1,29,155.05,Cyprus,11,0.0,155.05,155.05,306,0,2011-02,True,1.0,1.0,1.0,Hibernating
13810,2011-10-14 12:57:00,2011-11-11 08:33:00,2,307,827.51,Germany,30,0.0,827.51,413.76,29,28,2011-10,True,4.0,2.0,3.0,Potential Loyalists
13811,2011-04-14 18:40:00,2011-06-09 09:54:00,2,63,519.75,Germany,5,0.0,519.75,259.88,184,56,2011-04,True,1.0,2.0,3.0,Hibernating
13812,2011-08-26 12:54:00,2011-10-28 14:27:00,3,330,485.0,Germany,32,0.0,485.0,161.67,43,63,2011-08,True,3.0,3.0,3.0,Need Attention
13813,2011-07-28 10:33:00,2011-10-31 10:38:00,4,541,1168.86,Germany,53,13.45,1155.41,292.22,40,95,2011-07,True,3.0,4.0,4.0,Loyal Customers
13814,2011-07-25 13:54:00,2011-09-08 13:48:00,2,864,1579.12,Germany,37,17.0,1562.12,789.56,93,45,2011-07,True,2.0,2.0,4.0,Hibernating
13815,2011-01-25 12:16:00,2011-11-17 14:19:00,4,2540,3667.36,Germany,131,12.45,3654.91,916.84,23,296,2011-01,True,4.0,4.0,5.0,Loyal Customers
13816,2011-10-06 14:37:00,2011-11-16 08:38:00,2,265,499.67,Germany,24,16.63,483.04,249.84,24,41,2011-10,True,4.0,2.0,3.0,Potential Loyalists
13817,2010-12-23 11:46:00,2011-11-10 17:49:00,2,208,328.98,Germany,19,0.0,328.98,164.49,30,322,2010-12,True,4.0,2.0,2.0,Potential Loyalists
13819,2011-01-24 10:38:00,2011-02-11 10:38:00,3,1109,1140.35,United Kingdom,26,0.0,1140.35,380.12,302,18,2011-01,True,1.0,3.0,4.0,At Risk
13821,2011-03-23 11:30:00,2011-07-18 09:49:00,2,153,385.64,United Kingdom,51,0.0,385.64,192.82,145,117,2011-03,True,2.0,2.0,2.0,Hibernating
13822,2011-10-30 15:55:00,2011-12-04 12:13:00,2,611,632.0,United Kingdom,90,0.0,632.0,316.0,6,35,2011-10,True,5.0,2.0,3.0,Potential Loyalists
13823,2011-09-09 10:42:00,2011-11-21 10:22:00,2,439,957.66,United Kingdom,39,0.0,957.66,478.83,19,73,2011-09,True,4.0,2.0,4.0,Potential Loyalists
13824,2011-02-02 13:07:00,2011-11-07 12:41:00,5,768,1698.94,United Kingdom,34,0.0,1698.94,339.79,33,278,2011-02,True,4.0,4.0,4.0,Loyal Customers
13826,2011-06-16 13:48:00,2011-06-16 13:48:00,1,82,189.5,United Kingdom,10,9.95,179.55,189.5,177,0,2011-06,True,2.0,1.0,1.0,Hibernating
13827,2011-07-19 15:38:00,2011-10-13 12:38:00,3,138,409.8,United Kingdom,83,0.0,409.8,136.6,58,86,2011-07,True,3.0,3.0,2.0,Need Attention
13828,2011-11-17 16:02:00,2011-11-17 16:02:00,1,311,209.49,United Kingdom,15,0.0,209.49,209.49,23,0,2011-11,True,4.0,1.0,1.0,Promising
13831,2010-12-05 12:13:00,2011-11-23 15:41:00,6,743,2198.45,United Kingdom,58,0.0,2198.45,366.41,17,353,2010-12,True,4.0,5.0,5.0,Loyal Customers
13832,2011-11-20 15:36:00,2011-11-20 15:36:00,1,28,52.2,United Kingdom,3,11.25,40.95,52.2,20,0,2011-11,True,4.0,1.0,1.0,Promising
13833,2011-07-03 13:27:00,2011-07-03 13:27:00,1,117,383.85,United Kingdom,28,0.0,383.85,383.85,160,0,2011-07,True,2.0,1.0,2.0,Hibernating
13835,2011-05-08 15:22:00,2011-11-14 15:37:00,4,442,834.57,United Kingdom,48,0.0,834.57,208.64,26,190,2011-05,True,4.0,4.0,3.0,Loyal Customers
13837,2011-01-26 12:15:00,2011-05-12 12:10:00,2,182,266.59,United Kingdom,17,0.0,266.59,133.29,212,106,2011-01,True,1.0,2.0,2.0,Hibernating
13838,2010-12-05 10:45:00,2011-12-04 11:00:00,4,254,674.82,United Kingdom,144,0.0,674.82,168.7,6,364,2010-12,True,5.0,4.0,3.0,Champions
13841,2011-04-01 12:10:00,2011-04-01 12:10:00,1,100,85.0,United Kingdom,1,0.0,85.0,85.0,253,0,2011-04,True,1.0,1.0,1.0,Hibernating
13842,2010-12-08 10:39:00,2011-10-12 10:51:00,9,1768,3385.62,United Kingdom,155,0.0,3385.62,376.18,59,308,2010-12,True,3.0,5.0,5.0,Loyal Customers
13844,2011-11-28 13:21:00,2011-11-28 13:21:00,1,196,361.62,United Kingdom,20,0.0,361.62,361.62,12,0,2011-11,True,5.0,1.0,2.0,New Customers
13845,2011-10-06 08:25:00,2011-10-06 08:25:00,1,182,312.98,United Kingdom,9,0.0,312.98,312.98,65,0,2011-10,True,3.0,1.0,2.0,About to Sleep
13846,2010-12-14 16:07:00,2011-11-15 12:07:00,3,388,865.06,United Kingdom,55,17.45,847.61,288.35,25,336,2010-12,True,4.0,3.0,3.0,Potential Loyalists
13848,2010-12-08 15:10:00,2011-09-08 12:58:00,3,3700,1255.0,United Kingdom,3,0.0,1255.0,418.33,93,274,2010-12,True,2.0,3.0,4.0,At Risk
13849,2011-06-22 10:11:00,2011-10-19 10:59:00,2,1016,1537.95,United Kingdom,97,0.0,1537.95,768.98,52,119,2011-06,True,3.0,2.0,4.0,About to Sleep
13850,2011-08-02 14:04:00,2011-08-02 14:04:00,1,944,1595.48,United Kingdom,93,8.67,1586.81,1595.48,130,0,2011-08,True,2.0,1.0,4.0,Hibernating
13851,2011-02-24 17:18:00,2011-09-05 12:36:00,3,1705,2651.46,United Kingdom,77,0.0,2651.46,883.82,96,193,2011-02,True,2.0,3.0,5.0,At Risk
13853,2011-10-13 14:18:00,2011-10-13 14:18:00,1,312,1090.14,United Kingdom,23,33.2,1056.94,1090.14,58,0,2011-10,True,3.0,1.0,4.0,About to Sleep
13854,2010-12-09 10:48:00,2011-12-01 09:06:00,25,2296,8109.52,United Kingdom,39,84.5,8025.02,324.38,9,357,2010-12,True,5.0,5.0,5.0,Champions
13856,2011-05-20 13:13:00,2011-06-24 10:03:00,3,494,388.5,United Kingdom,10,25.1,363.4,129.5,169,35,2011-05,True,2.0,3.0,2.0,At Risk
13858,2011-10-13 16:17:00,2011-10-13 16:17:00,1,75,216.17,United Kingdom,11,0.0,216.17,216.17,58,0,2011-10,True,3.0,1.0,1.0,About to Sleep
13859,2011-01-17 16:14:00,2011-01-17 16:14:00,1,129,201.16,United Kingdom,27,0.0,201.16,201.16,327,0,2011-01,True,1.0,1.0,1.0,Hibernating
13860,2011-09-14 09:27:00,2011-12-08 12:57:00,5,591,1245.9,United Kingdom,58,5.9,1240.0,249.18,2,85,2011-09,True,5.0,4.0,4.0,Champions
13862,2011-01-11 15:13:00,2011-11-21 16:24:00,8,1688,2209.36,United Kingdom,97,22.05,2187.31,276.17,19,314,2011-01,True,4.0,5.0,5.0,Loyal Customers
13863,2011-04-06 10:20:00,2011-04-06 10:20:00,1,224,305.78,United Kingdom,20,6.22,299.56,305.78,248,0,2011-04,True,1.0,1.0,2.0,Hibernating
13865,2011-02-23 12:04:00,2011-10-12 13:31:00,4,204,501.56,United Kingdom,26,0.0,501.56,125.39,59,231,2011-02,True,3.0,4.0,3.0,Loyal Customers
13866,2011-09-26 14:54:00,2011-09-26 14:54:00,1,57,145.67,United Kingdom,7,0.0,145.67,145.67,75,0,2011-09,True,2.0,1.0,1.0,Hibernating
13867,2011-05-05 17:28:00,2011-11-08 15:48:00,3,501,1005.09,United Kingdom,51,0.0,1005.09,335.03,32,187,2011-05,True,4.0,3.0,4.0,Potential Loyalists
13868,2011-11-01 12:45:00,2011-12-02 16:32:00,2,1964,3192.54,United Kingdom,32,0.0,3192.54,1596.27,8,31,2011-11,True,5.0,2.0,5.0,Potential Loyalists
13869,2010-12-17 15:14:00,2011-08-08 13:53:00,4,1709,3083.65,United Kingdom,234,0.0,3083.65,770.91,124,234,2010-12,True,2.0,4.0,5.0,At Risk
13870,2011-02-25 09:09:00,2011-12-07 13:23:00,8,1325,2770.94,United Kingdom,91,19.69,2751.25,346.37,3,285,2011-02,True,5.0,5.0,5.0,Champions
13871,2011-02-04 09:30:00,2011-11-17 10:49:00,13,2806,6403.25,United Kingdom,155,13.45,6389.8,492.56,23,286,2011-02,True,4.0,5.0,5.0,Loyal Customers
13873,2011-02-03 09:37:00,2011-08-12 10:08:00,3,140,389.6,United Kingdom,21,7.9,381.7,129.87,120,190,2011-02,True,2.0,3.0,2.0,At Risk
